"","V3","V2.x","V2.y","V2.x.x","V5","V1","V2.y.y"
"842","15308-1102",2022,2023,2024,"15308",NA,NA
"843","15342-1101",2022,2023,2024,"15342","153427"," 弥彦村"
"844","15361-1101",2022,2023,2024,"15361","153613"," 田上町"
"845","15385-1113",2022,2023,2024,"15385","153851"," 阿賀町"
"846","15405-1105",2022,2023,2024,"15405","154059"," 出雲崎町"
"847","15441-1104",2022,2023,2024,"15441",NA,NA
"848","15461-1106",2022,2023,2024,"15461","154610"," 湯沢町"
"849","15482-1131",2022,2023,2024,"15482","154822"," 津南町"
"850","15504-1105",2022,2023,2024,"15504","155047"," 刈羽村"
"851","15541-1107",2022,2023,2024,"15541",NA,NA
"852","15542-1107",2022,2023,2024,"15542",NA,NA
"853","15581-1103",2022,2023,2024,"15581","155811"," 関川村"
"854","15584-1103",2022,NA,NA,"15584",NA,NA
"855","15586-1103",2022,2023,2024,"15586","155861"," 粟島浦村"
"856","16201-2300",2022,2023,2024,"16201","162019"," 富山市"
"857","16202-2302",2022,2023,2024,"16202","162027"," 高岡市"
"858","16204-2301",2022,2023,2024,"16204","162043"," 魚津市"
"859","16205-2302",2022,2023,2024,"16205","162051"," 氷見市"
"860","16206-2301",2022,2023,2024,"16206","162060"," 滑川市"
"861","16207-2301",2022,2023,2024,"16207","162078"," 黒部市"
"862","16208-2303",2022,2023,2024,"16208","162086"," 砺波市"
"863","16209-2303",2022,2023,2024,"16209","162094"," 小矢部市"
"864","16210-2303",2022,2023,2024,"16210","162108"," 南砺市"
"865","16211-2302",2022,2023,2024,"16211","162116"," 射水市"
"866","16301-2300",2022,NA,NA,"16301",NA,NA
"867","16321-2300",2022,2023,2024,"16321","163210"," 舟橋村"
"868","16322-2300",2022,2023,2024,"16322","163228"," 上市町"
"869","16323-2300",2022,2023,2024,"16323","163236"," 立山町"
"870","16342-2301",2022,2023,2024,"16342","163422"," 入善町"
"871","16343-2301",2022,2023,2024,"16343","163431"," 朝日町"
"872","16381-2302",2022,NA,NA,"16381",NA,NA
"873","16384-2302",2022,NA,NA,"16384",NA,NA
"874","17201-2200",2022,2023,2024,"17201","172014"," 金沢市"
"875","17202-2202",2022,2023,2024,"17202","172022"," 七尾市"
"876","17203-2201",2022,2023,2024,"17203","172031"," 小松市"
"877","17204-2203",2022,2023,2024,"17204","172049"," 輪島市"
"878","17205-2203",2022,2023,2024,"17205","172057"," 珠洲市"
"879","17206-2201",2022,2023,2024,"17206","172065"," 加賀市"
"880","17207-2202",2022,2023,2024,"17207","172073"," 羽咋市"
"881","17209-2200",2022,2023,2024,"17209","172090"," かほく市"
"882","17210-2200",2022,2023,2024,"17210","172103"," 白山市"
"883","17211-2201",2022,2023,2024,"17211","172111"," 能美市"
"884","17212-2200",2022,2023,2024,"17212","172120"," 野々市市"
"885","17324-2200",2022,2023,2024,"17324","173240"," 川北町"
"886","17343-2200",2022,2023,2024,"17343",NA,NA
"887","17344-2200",2022,2023,2024,"17344",NA,NA
"888","17361-2200",2022,2023,2024,"17361","173614"," 津幡町"
"889","17365-2200",2022,2023,2024,"17365","173657"," 内灘町"
"890","17384-2202",2022,2023,2024,"17384","173843"," 志賀町"
"891","17386-2202",2022,2023,2024,"17386","173860"," 宝達志水町"
"892","17407-2202",2022,2023,2024,"17407","174076"," 中能登町"
"893","17461-2203",2022,2023,2024,"17461","174611"," 穴水町"
"894","17463-2203",2022,2023,2024,"17463","174637"," 能登町"
"895","18201-2100",2022,2023,2024,"18201","182010"," 福井市"
"896","18202-2103",2022,2023,2024,"18202","182028"," 敦賀市"
"897","18204-2104",2022,2023,2024,"18204","182044"," 小浜市"
"898","18205-2100",2022,2023,2024,"18205","182052"," 大野市"
"899","18206-2100",2022,2023,2024,"18206","182061"," 勝山市"
"900","18207-2101",2022,2023,2024,"18207","182079"," 鯖江市"
"901","18208-2100",2022,2023,2024,"18208","182087"," あわら市"
"902","18209-2101",2022,2023,2024,"18209","182095"," 越前市"
"903","18210-2100",2022,2023,2024,"18210","182109"," 坂井市"
"904","18322-2100",2022,2023,2024,"18322","183229"," 永平寺町"
"905","18382-2101",2022,2023,2024,"18382","183822"," 池田町"
"906","18404-2101",2022,2023,2024,"18404","184047"," 南越前町"
"907","18423-2101",2022,2023,2024,"18423","184233"," 越前町"
"908","18442-2103",2022,2023,2024,"18442","184420"," 美浜町"
"909","18481-2104",2022,2023,2024,"18481","184811"," 高浜町"
"910","18483-2104",2022,2023,2024,"18483","184837"," おおい町"
"911","18501-2103",2022,2023,2024,"18501","185019"," 若狭町"
"912","18501-2104",2022,2023,2024,"18501","185019"," 若狭町"
"913","19201-0900",2022,2023,2024,"19201","192015"," 甲府市"
"914","19202-0917",2022,2023,2024,"19202","192023"," 富士吉田市"
"915","19204-0918",2022,2023,2024,"19204","192040"," 都留市"
"916","19205-0900",2022,2023,2024,"19205","192058"," 山梨市"
"917","19206-0918",2022,2023,2024,"19206","192066"," 大月市"
"918","19207-0908",2022,2023,2024,"19207","192074"," 韮崎市"
"919","19208-0900",2022,2023,2024,"19208","192082"," 南アルプス市"
"920","19209-0908",2022,2023,2024,"19209","192091"," 北杜市"
"921","19210-0900",2022,2023,2024,"19210","192104"," 甲斐市"
"922","19211-0900",2022,2023,2024,"19211","192112"," 笛吹市"
"923","19212-0918",2022,2023,2024,"19212","192121"," 上野原市"
"924","19213-0900",2022,2023,2024,"19213","192139"," 甲州市"
"925","19214-0900",2022,2023,2024,"19214","192147"," 中央市"
"926","19346-0901",2022,2023,2024,"19346","193461"," 市川三郷町"
"927","19364-0901",2022,2023,2024,"19364","193640"," 早川町"
"928","19365-0901",2022,2023,2024,"19365","193658"," 身延町"
"929","19366-0901",2022,2023,2024,"19366","193666"," 南部町"
"930","19368-0901",2022,2023,2024,"19368","193682"," 富士川町"
"931","19384-0900",2022,2023,2024,"19384","193844"," 昭和町"
"932","19422-0918",2022,2023,2024,"19422","194221"," 道志村"
"933","19423-0917",2022,2023,2024,"19423","194239"," 西桂町"
"934","19424-0917",2022,2023,2024,"19424","194247"," 忍野村"
"935","19425-0917",2022,2023,2024,"19425","194255"," 山中湖村"
"936","19429-0917",2022,2023,2024,"19429","194298"," 鳴沢村"
"937","19430-0917",2022,2023,2024,"19430","194301"," 富士河口湖町"
"938","19442-0918",2022,2023,2024,"19442","194425"," 小菅村"
"939","19443-0918",2022,2023,2024,"19443","194433"," 丹波山村"
"940","20201-1000",2022,2023,2024,"20201","202011"," 長野市"
"941","20202-1004",2022,2023,2024,"20202","202029"," 松本市"
"942","20203-1002",2022,2023,2024,"20203","202037"," 上田市"
"943","20204-1007",2022,2023,2024,"20204","202045"," 岡谷市"
"944","20205-1008",2022,2023,2024,"20205","202053"," 飯田市"
"945","20206-1007",2022,2023,2024,"20206","202061"," 諏訪市"
"946","20207-1000",2022,2023,2024,"20207","202070"," 須坂市"
"947","20208-1003",2022,2023,2024,"20208","202088"," 小諸市"
"948","20209-1009",2022,2023,2024,"20209","202096"," 伊那市"
"949","20210-1009",2022,2023,2024,"20210","202100"," 駒ヶ根市"
"950","20211-1001",2022,2023,2024,"20211","202118"," 中野市"
"951","20212-1006",2022,2023,2024,"20212","202126"," 大町市"
"952","20213-1001",2022,2023,2024,"20213","202134"," 飯山市"
"953","20214-1007",2022,2023,2024,"20214","202142"," 茅野市"
"954","20215-1004",2022,2023,2024,"20215","202151"," 塩尻市"
"955","20217-1003",2022,2023,2024,"20217","202177"," 佐久市"
"956","20218-1000",2022,2023,2024,"20218","202185"," 千曲市"
"957","20219-1002",2022,2023,2024,"20219","202193"," 東御市"
"958","20220-1004",2022,2023,2024,"20220","202207"," 安曇野市"
"959","20303-1003",2022,2023,2024,"20303","203033"," 小海町"
"960","20304-1003",2022,2023,2024,"20304","203041"," 川上村"
"961","20305-1003",2022,2023,2024,"20305","203050"," 南牧村"
"962","20306-1003",2022,2023,2024,"20306","203068"," 南相木村"
"963","20307-1003",2022,2023,2024,"20307","203076"," 北相木村"
"964","20309-1003",2022,2023,2024,"20309","203092"," 佐久穂町"
"965","20321-1003",2022,2023,2024,"20321","203211"," 軽井沢町"
"966","20323-1003",2022,2023,2024,"20323","203238"," 御代田町"
"967","20324-1003",2022,2023,2024,"20324","203246"," 立科町"
"968","20349-1002",2022,2023,2024,"20349","203491"," 青木村"
"969","20350-1002",2022,2023,2024,"20350","203505"," 長和町"
"970","20361-1007",2022,2023,2024,"20361","203611"," 下諏訪町"
"971","20362-1007",2022,2023,2024,"20362","203629"," 富士見町"
"972","20363-1007",2022,2023,2024,"20363","203637"," 原村"
"973","20382-1009",2022,2023,2024,"20382","203823"," 辰野町"
"974","20383-1009",2022,2023,2024,"20383","203831"," 箕輪町"
"975","20384-1009",2022,2023,2024,"20384","203840"," 飯島町"
"976","20385-1009",2022,2023,2024,"20385","203858"," 南箕輪村"
"977","20386-1009",2022,2023,2024,"20386","203866"," 中川村"
"978","20388-1009",2022,2023,2024,"20388","203882"," 宮田村"
"979","20402-1008",2022,2023,2024,"20402","204021"," 松川町"
"980","20403-1008",2022,2023,2024,"20403","204030"," 高森町"
"981","20404-1008",2022,2023,2024,"20404","204048"," 阿南町"
"982","20407-1008",2022,2023,2024,"20407","204072"," 阿智村"
"983","20409-1008",2022,2023,2024,"20409","204099"," 平谷村"
"984","20410-1008",2022,2023,2024,"20410","204102"," 根羽村"
"985","20411-1008",2022,2023,2024,"20411","204111"," 下條村"
"986","20412-1008",2022,2023,2024,"20412","204129"," 売木村"
"987","20413-1008",2022,2023,2024,"20413","204137"," 天龍村"
"988","20414-1008",2022,2023,2024,"20414","204145"," 泰阜村"
"989","20415-1008",2022,2023,2024,"20415","204153"," 喬木村"
"990","20416-1008",2022,2023,2024,"20416","204161"," 豊丘村"
"991","20417-1008",2022,2023,2024,"20417","204170"," 大鹿村"
"992","20422-1005",2022,2023,2024,"20422","204226"," 上松町"
"993","20423-1005",2022,2023,2024,"20423","204234"," 南木曽町"
"994","20425-1005",2022,2023,2024,"20425","204251"," 木祖村"
"995","20429-1005",2022,2023,2024,"20429","204293"," 王滝村"
"996","20430-1005",2022,2023,2024,"20430","204307"," 大桑村"
"997","20432-1005",2022,2023,2024,"20432","204323"," 木曽町"
"998","20446-1004",2022,2023,2024,"20446","204463"," 麻績村"
"999","20448-1004",2022,2023,2024,"20448","204480"," 生坂村"
"1000","20450-1004",2022,2023,2024,"20450","204501"," 山形村"
"1001","20451-1004",2022,2023,2024,"20451","204510"," 朝日村"
"1002","20452-1004",2022,2023,2024,"20452","204528"," 筑北村"
"1003","20481-1006",2022,2023,2024,"20481","204811"," 池田町"
"1004","20482-1006",2022,2023,2024,"20482","204820"," 松川村"
"1005","20485-1006",2022,2023,2024,"20485","204854"," 白馬村"
"1006","20486-1006",2022,2023,2024,"20486","204862"," 小谷村"
"1007","20521-1002",2022,2023,2024,"20521","205214"," 坂城町"
"1008","20541-1000",2022,2023,2024,"20541","205419"," 小布施町"
"1009","20543-1000",2022,2023,2024,"20543","205435"," 高山村"
"1010","20561-1001",2022,2023,2024,"20561","205613"," 山ノ内町"
"1011","20562-1001",2022,2023,2024,"20562","205621"," 木島平村"
"1012","20563-1001",2022,2023,2024,"20563","205630"," 野沢温泉村"
"1013","20581-1000",2022,NA,NA,"20581",NA,NA
"1014","20583-1000",2022,2023,2024,"20583","205834"," 信濃町"
"1015","20588-1000",2022,2023,2024,"20588","205885"," 小川村"
"1016","20589-1000",2022,NA,NA,"20589",NA,NA
"1017","20590-1000",2022,2023,2024,"20590","205907"," 飯綱町"
"1018","20602-1001",2022,2023,2024,"20602","206024"," 栄村"
"1019","21201-2000",2022,2023,2024,"21201","212016"," 岐阜市"
"1020","21202-2002",2022,2023,2024,"21202","212024"," 大垣市"
"1021","21203-2005",2022,2023,2024,"21203","212032"," 高山市"
"1022","21204-2004",2022,2023,2024,"21204","212041"," 多治見市"
"1023","21205-2030",2022,2023,2024,"21205","212059"," 関市"
"1024","21206-2035",2022,2023,2024,"21206","212067"," 中津川市"
"1025","21207-2030",2022,2023,2024,"21207","212075"," 美濃市"
"1026","21208-2004",2022,2023,2024,"21208","212083"," 瑞浪市"
"1027","21209-2000",2022,2023,2024,"21209","212091"," 羽島市"
"1028","21210-2035",2022,2023,2024,"21210","212105"," 恵那市"
"1029","21211-2030",2022,2023,2024,"21211","212113"," 美濃加茂市"
"1030","21212-2004",2022,2023,2024,"21212","212121"," 土岐市"
"1031","21213-2000",2022,2023,2024,"21213","212130"," 各務原市"
"1032","21214-2030",2022,2023,2024,"21214","212148"," 可児市"
"1033","21215-2000",2022,2023,2024,"21215","212156"," 山県市"
"1034","21216-2000",2022,2023,2024,"21216","212164"," 瑞穂市"
"1035","21217-2005",2022,2023,2024,"21217","212172"," 飛騨市"
"1036","21218-2000",2022,2023,2024,"21218","212181"," 本巣市"
"1037","21219-2001",2022,2023,2024,"21219","212199"," 郡上市"
"1038","21220-2005",2022,2023,2024,"21220","212202"," 下呂市"
"1039","21220-2030",2022,2023,2024,"21220","212202"," 下呂市"
"1040","21221-2002",2022,2023,2024,"21221","212211"," 海津市"
"1041","21302-2000",2022,2023,2024,"21302","213021"," 岐南町"
"1042","21303-2000",2022,2023,2024,"21303","213039"," 笠松町"
"1043","21341-2002",2022,2023,2024,"21341","213411"," 養老町"
"1044","21361-2002",2022,2023,2024,"21361","213616"," 垂井町"
"1045","21362-2002",2022,2023,2024,"21362","213624"," 関ケ原町"
"1046","21381-2002",2022,2023,2024,"21381","213811"," 神戸町"
"1047","21382-2002",2022,2023,2024,"21382","213829"," 輪之内町"
"1048","21383-2002",2022,2023,2024,"21383","213837"," 安八町"
"1049","21401-2002",2022,2023,2024,"21401","214019"," 揖斐川町"
"1050","21403-2002",2022,2023,2024,"21403","214035"," 大野町"
"1051","21404-2002",2022,2023,2024,"21404","214043"," 池田町"
"1052","21421-2000",2022,2023,2024,"21421","214213"," 北方町"
"1053","21481-2001",2022,NA,NA,"21481",NA,NA
"1054","21483-2001",2022,NA,NA,"21483",NA,NA
"1055","21501-2030",2022,2023,2024,"21501","215015"," 坂祝町"
"1056","21502-2030",2022,2023,2024,"21502","215023"," 富加町"
"1057","21503-2030",2022,2023,2024,"21503","215031"," 川辺町"
"1058","21504-2030",2022,2023,2024,"21504","215040"," 七宗町"
"1059","21505-2030",2022,2023,2024,"21505","215058"," 八百津町"
"1060","21506-2030",2022,2023,2024,"21506","215066"," 白川町"
"1061","21507-2030",2022,2023,2024,"21507","215074"," 東白川村"
"1062","21521-2030",2022,2023,2024,"21521","215210"," 御嵩町"
"1063","21523-2030",2022,NA,NA,"21523",NA,NA
"1064","21563-2035",2022,2023,2024,"21563",NA,NA
"1065","21567-2035",2022,2023,2024,"21567",NA,NA
"1066","21569-2035",2022,2023,2024,"21569",NA,NA
"1067","21604-2005",2022,2023,2024,"21604","216046"," 白川村"
"1068","22101-0800",2022,2023,2024,"22101","221015"," 静岡市葵区"
"1069","22102-0800",2022,2023,2024,"22102","221023"," 静岡市駿河区"
"1070","22103-0806",2022,2023,2024,"22103","221031"," 静岡市清水区"
"1071","22131-0804",2022,2023,2024,"22131",NA,NA
"1072","22132-0804",2022,2023,2024,"22132",NA,NA
"1073","22133-0804",2022,2023,2024,"22133",NA,NA
"1074","22134-0804",2022,2023,2024,"22134",NA,NA
"1075","22135-0804",2022,2023,2024,"22135",NA,NA
"1076","22136-0804",2022,2023,2024,"22136",NA,NA
"1077","22137-0804",2022,2023,2024,"22137",NA,NA
"1078","22201-0800",2022,NA,NA,"22201",NA,NA
"1079","22202-0804",2022,2023,2024,"22202",NA,NA
"1080","22203-0801",2022,2023,2024,"22203","222038"," 沼津市"
"1081","22205-0816",2022,2023,2024,"22205","222054"," 熱海市"
"1082","22206-0801",2022,2023,2024,"22206","222062"," 三島市"
"1083","22207-0802",2022,2023,2024,"22207","222071"," 富士宮市"
"1084","22208-0816",2022,2023,2024,"22208","222089"," 伊東市"
"1085","22209-0808",2022,2023,2024,"22209","222097"," 島田市"
"1086","22210-0802",2022,2023,2024,"22210","222101"," 富士市"
"1087","22211-0828",2022,2023,2024,"22211","222119"," 磐田市"
"1088","22212-0808",2022,2023,2024,"22212","222127"," 焼津市"
"1089","22213-0805",2022,2023,2024,"22213","222135"," 掛川市"
"1090","22214-0808",2022,2023,2024,"22214","222143"," 藤枝市"
"1091","22215-0801",2022,2023,2024,"22215","222151"," 御殿場市"
"1092","22216-0831",2022,2023,2024,"22216","222160"," 袋井市"
"1093","22219-0803",2022,2023,2024,"22219","222194"," 下田市"
"1094","22220-0801",2022,2023,2024,"22220","222208"," 裾野市"
"1095","22221-0804",2022,2023,2024,"22221","222216"," 湖西市"
"1096","22222-0801",2022,2023,2024,"22222","222224"," 伊豆市"
"1097","22223-0805",2022,2023,2024,"22223","222232"," 御前崎市"
"1098","22224-0805",2022,2023,2024,"22224","222241"," 菊川市"
"1099","22225-0801",2022,2023,2024,"22225","222259"," 伊豆の国市"
"1100","22226-0808",2022,2023,2024,"22226","222267"," 牧之原市"
"1101","22301-0803",2022,2023,2024,"22301","223018"," 東伊豆町"
"1102","22302-0803",2022,2023,2024,"22302","223026"," 河津町"
"1103","22304-0803",2022,2023,2024,"22304","223042"," 南伊豆町"
"1104","22305-0803",2022,2023,2024,"22305","223051"," 松崎町"
"1105","22306-0803",2022,2023,2024,"22306","223069"," 西伊豆町"
"1106","22325-0801",2022,2023,2024,"22325","223255"," 函南町"
"1107","22341-0801",2022,2023,2024,"22341","223417"," 清水町"
"1108","22342-0801",2022,2023,2024,"22342","223425"," 長泉町"
"1109","22344-0801",2022,2023,2024,"22344","223441"," 小山町"
"1110","22361-0802",2022,2023,2024,"22361",NA,NA
"1111","22381-0802",2022,NA,NA,"22381",NA,NA
"1112","22382-0806",2022,2023,2024,"22382",NA,NA
"1113","22383-0806",2022,2023,2024,"22383",NA,NA
"1114","22424-0808",2022,2023,2024,"22424","224243"," 吉田町"
"1115","22429-0808",2022,2023,2024,"22429","224294"," 川根本町"
"1116","22461-0831",2022,2023,2024,"22461","224618"," 森町"
"1117","22503-0804",2022,NA,NA,"22503",NA,NA
"1118","23101-1800",2022,2023,2024,"23101","231011"," 名古屋市千種区"
"1119","23102-1800",2022,2023,2024,"23102","231029"," 名古屋市東区"
"1120","23103-1800",2022,2023,2024,"23103","231037"," 名古屋市北区"
"1121","23104-1800",2022,2023,2024,"23104","231045"," 名古屋市西区"
"1122","23105-1800",2022,2023,2024,"23105","231053"," 名古屋市中村区"
"1123","23106-1800",2022,2023,2024,"23106","231061"," 名古屋市中区"
"1124","23107-1800",2022,2023,2024,"23107","231070"," 名古屋市昭和区"
"1125","23108-1806",2022,2023,2024,"23108","231088"," 名古屋市瑞穂区"
"1126","23109-1806",2022,2023,2024,"23109","231096"," 名古屋市熱田区"
"1127","23110-1806",2022,2023,2024,"23110","231100"," 名古屋市中川区"
"1128","23111-1806",2022,2023,2024,"23111","231118"," 名古屋市港区"
"1129","23112-1806",2022,2023,2024,"23112","231126"," 名古屋市南区"
"1130","23113-1844",2022,2023,2024,"23113","231134"," 名古屋市守山区"
"1131","23114-1806",2022,2023,2024,"23114","231142"," 名古屋市緑区"
"1132","23115-1844",2022,2023,2024,"23115","231151"," 名古屋市名東区"
"1133","23116-1844",2022,2023,2024,"23116","231169"," 名古屋市天白区"
"1134","23201-1804",2022,2023,2024,"23201","232017"," 豊橋市"
"1135","23202-1803",2022,2023,2024,"23202","232025"," 岡崎市"
"1136","23203-1801",2022,2023,2024,"23203","232033"," 一宮市"
"1137","23204-1811",2022,2023,2024,"23204","232041"," 瀬戸市"
"1138","23205-1802",2022,2023,2024,"23205","232050"," 半田市"
"1139","23206-1811",2022,2023,2024,"23206","232068"," 春日井市"
"1140","23207-1840",2022,2023,2024,"23207","232076"," 豊川市"
"1141","23208-1814",2022,2023,2024,"23208","232084"," 津島市"
"1142","23209-1827",2022,2023,2024,"23209","232092"," 碧南市"
"1143","23210-1827",2022,2023,2024,"23210","232106"," 刈谷市"
"1144","23211-1836",2022,2023,2024,"23211","232114"," 豊田市"
"1145","23212-1827",2022,2023,2024,"23212","232122"," 安城市"
"1146","23213-1831",2022,2023,2024,"23213","232131"," 西尾市"
"1147","23214-1840",2022,2023,2024,"23214","232149"," 蒲郡市"
"1148","23215-1811",2022,2023,2024,"23215","232157"," 犬山市"
"1149","23216-1802",2022,2023,2024,"23216","232165"," 常滑市"
"1150","23217-1801",2022,2023,2024,"23217","232173"," 江南市"
"1151","23219-1811",2022,2023,2024,"23219","232190"," 小牧市"
"1152","23220-1801",2022,2023,2024,"23220","232203"," 稲沢市"
"1153","23221-1805",2022,2023,2024,"23221","232211"," 新城市"
"1154","23222-1802",2022,2023,2024,"23222","232220"," 東海市"
"1155","23223-1802",2022,2023,2024,"23223","232238"," 大府市"
"1156","23224-1802",2022,2023,2024,"23224","232246"," 知多市"
"1157","23225-1827",2022,2023,2024,"23225","232254"," 知立市"
"1158","23226-1811",2022,2023,2024,"23226","232262"," 尾張旭市"
"1159","23227-1827",2022,2023,2024,"23227","232271"," 高浜市"
"1160","23228-1801",2022,2023,2024,"23228","232289"," 岩倉市"
"1161","23229-1806",2022,2023,2024,"23229","232297"," 豊明市"
"1162","23230-1844",2022,2023,2024,"23230","232301"," 日進市"
"1163","23231-1804",2022,2023,2024,"23231","232319"," 田原市"
"1164","23232-1814",2022,2023,2024,"23232","232327"," 愛西市"
"1165","23233-1800",2022,2023,2024,"23233","232335"," 清須市"
"1166","23234-1800",2022,2023,2024,"23234","232343"," 北名古屋市"
"1167","23235-1814",2022,2023,2024,"23235","232351"," 弥富市"
"1168","23236-1836",2022,2023,2024,"23236","232360"," みよし市"
"1169","23237-1814",2022,2023,2024,"23237","232378"," あま市"
"1170","23238-1844",2022,2023,2024,"23238","232386"," 長久手市"
"1171","23302-1844",2022,2023,2024,"23302","233021"," 東郷町"
"1172","23342-1800",2022,2023,2024,"23342","233421"," 豊山町"
"1173","23345-1800",2022,2023,2024,"23345",NA,NA
"1174","23361-1811",2022,2023,2024,"23361","233617"," 大口町"
"1175","23362-1811",2022,2023,2024,"23362","233625"," 扶桑町"
"1176","23421-1814",2022,2023,2024,"23421",NA,NA
"1177","23422-1814",2022,2023,2024,"23422",NA,NA
"1178","23423-1814",2022,2023,2024,"23423",NA,NA
"1179","23424-1814",2022,2023,2024,"23424","234249"," 大治町"
"1180","23425-1814",2022,2023,2024,"23425","234257"," 蟹江町"
"1181","23427-1814",2022,2023,2024,"23427","234273"," 飛島村"
"1182","23441-1802",2022,2023,2024,"23441","234419"," 阿久比町"
"1183","23442-1802",2022,2023,2024,"23442","234427"," 東浦町"
"1184","23445-1802",2022,2023,2024,"23445","234451"," 南知多町"
"1185","23446-1802",2022,2023,2024,"23446","234460"," 美浜町"
"1186","23447-1802",2022,2023,2024,"23447","234478"," 武豊町"
"1187","23481-1831",2022,2023,2024,"23481",NA,NA
"1188","23482-1831",2022,2023,2024,"23482",NA,NA
"1189","23483-1831",2022,2023,2024,"23483",NA,NA
"1190","23501-1803",2022,2023,2024,"23501","235016"," 幸田町"
"1191","23521-1836",2022,2023,2024,"23521",NA,NA
"1192","23561-1805",2022,2023,2024,"23561","235610"," 設楽町"
"1193","23562-1805",2022,2023,2024,"23562","235628"," 東栄町"
"1194","23563-1805",2022,2023,2024,"23563","235636"," 豊根村"
"1195","23603-1840",2022,NA,NA,"23603",NA,NA
"1196","24201-1900",2022,2023,2024,"24201","242012"," 津市"
"1197","24202-1903",2022,2023,2024,"24202","242021"," 四日市市"
"1198","24203-1904",2022,2023,2024,"24203","242039"," 伊勢市"
"1199","24204-1901",2022,2023,2024,"24204","242047"," 松阪市"
"1200","24205-1923",2022,2023,2024,"24205","242055"," 桑名市"
"1201","24207-1906",2022,2023,2024,"24207","242071"," 鈴鹿市"
"1202","24208-1902",2022,2023,2024,"24208","242080"," 名張市"
"1203","24209-1934",2022,2023,2024,"24209","242098"," 尾鷲市"
"1204","24210-1900",2022,2023,2024,"24210","242101"," 亀山市"
"1205","24211-1904",2022,2023,2024,"24211","242110"," 鳥羽市"
"1206","24212-1905",2022,2023,2024,"24212","242128"," 熊野市"
"1207","24214-1923",2022,2023,2024,"24214","242144"," いなべ市"
"1208","24215-1904",2022,2023,2024,"24215","242152"," 志摩市"
"1209","24216-1902",2022,2023,2024,"24216","242161"," 伊賀市"
"1210","24302-1923",2022,2023,2024,"24302",NA,NA
"1211","24303-1923",2022,2023,2024,"24303","243035"," 木曽岬町"
"1212","24322-1923",2022,2023,2024,"24322",NA,NA
"1213","24324-1923",2022,2023,2024,"24324","243248"," 東員町"
"1214","24341-1903",2022,2023,2024,"24341","243418"," 菰野町"
"1215","24343-1903",2022,2023,2024,"24343","243434"," 朝日町"
"1216","24344-1903",2022,2023,2024,"24344","243442"," 川越町"
"1217","24382-1900",2022,2023,2024,"24382",NA,NA
"1218","24384-1900",2022,2023,2024,"24384",NA,NA
"1219","24405-1901",2022,2023,2024,"24405",NA,NA
"1220","24422-1901",2022,2023,2024,"24422",NA,NA
"1221","24441-1901",2022,2023,2024,"24441","244414"," 多気町"
"1222","24442-1901",2022,2023,2024,"24442","244422"," 明和町"
"1223","24443-1901",2022,2023,2024,"24443","244431"," 大台町"
"1224","24461-1904",2022,2023,2024,"24461","244619"," 玉城町"
"1225","24470-1904",2022,2023,2024,"24470","244708"," 度会町"
"1226","24471-1901",2022,2023,2024,"24471","244716"," 大紀町"
"1227","24472-1904",2022,2023,2024,"24472","244724"," 南伊勢町"
"1228","24543-1934",2022,2023,2024,"24543","245437"," 紀北町"
"1229","24561-1905",2022,2023,2024,"24561","245615"," 御浜町"
"1230","24562-1905",2022,2023,2024,"24562","245623"," 紀宝町"
"1231","25201-1600",2022,2023,2024,"25201","252018"," 大津市"
"1232","25202-1602",2022,2023,2024,"25202","252026"," 彦根市"
"1233","25203-1603",2022,2023,2024,"25203","252034"," 長浜市"
"1234","25204-1617",2022,2023,2024,"25204","252042"," 近江八幡市"
"1235","25205-1617",2022,2023,2024,"25205",NA,NA
"1236","25206-1600",2022,2023,2024,"25206","252069"," 草津市"
"1237","25207-1600",2022,2023,2024,"25207","252077"," 守山市"
"1238","25208-1600",2022,2023,2024,"25208","252085"," 栗東市"
"1239","25209-1601",2022,2023,2024,"25209","252093"," 甲賀市"
"1240","25210-1600",2022,2023,2024,"25210","252107"," 野洲市"
"1241","25211-1601",2022,2023,2024,"25211","252115"," 湖南市"
"1242","25212-1608",2022,2023,2024,"25212","252123"," 高島市"
"1243","25213-1617",2022,2023,2024,"25213","252131"," 東近江市"
"1244","25214-1603",2022,2023,2024,"25214","252140"," 米原市"
"1245","25361-1601",2022,2023,NA,"25361",NA,NA
"1246","25381-1617",2022,2023,2024,"25381",NA,NA
"1247","25383-1617",2022,2023,2024,"25383","253839"," 日野町"
"1248","25384-1617",2022,2023,2024,"25384","253847"," 竜王町"
"1249","25421-1617",2022,2023,2024,"25421",NA,NA
"1250","25425-1602",2022,2023,2024,"25425","254258"," 愛荘町"
"1251","25441-1602",2022,2023,2024,"25441","254410"," 豊郷町"
"1252","25442-1602",2022,2023,2024,"25442","254428"," 甲良町"
"1253","25443-1602",2022,2023,2024,"25443","254436"," 多賀町"
"1254","25502-1603",2022,NA,NA,"25502",NA,NA
"1255","26101-1300",2022,2023,2024,"26101","261017"," 京都市北区"
"1256","26102-1300",2022,2023,2024,"26102","261025"," 京都市上京区"
"1257","26103-1300",2022,2023,2024,"26103","261033"," 京都市左京区"
"1258","26104-1300",2022,2023,2024,"26104","261041"," 京都市中京区"
"1259","26105-1300",2022,2023,2024,"26105","261050"," 京都市東山区"
"1260","26106-1300",2022,2023,2024,"26106","261068"," 京都市下京区"
"1261","26107-1310",2022,2023,2024,"26107","261076"," 京都市南区"
