"","V3","V2.x","V2.y","V2.x.x","V5","V1","V2.y.y"
"761","14108-0206",2022,2023,2024,"14108","141089"," â°ïlésã‡ëÚãÊ"
"762","14109-0224",2022,2023,2024,"14109","141097"," â°ïlésç`ñkãÊ"
"763","14110-0208",2022,2023,2024,"14110","141101"," â°ïlésåÀíÀãÊ"
"764","14111-0225",2022,2023,2024,"14111","141119"," â°ïlésç`ìÏãÊ"
"765","14112-0213",2022,2023,2024,"14112","141127"," â°ïlésàÆãÊ"
"766","14113-0207",2022,2023,2024,"14113","141135"," â°ïlésóŒãÊ"
"767","14114-0213",2022,2023,2024,"14114","141143"," â°ïlésê£íJãÊ"
"768","14115-0225",2022,2023,2024,"14115","141151"," â°ïlésâhãÊ"
"769","14116-0208",2022,2023,2024,"14116","141160"," â°ïlésêÚãÊ"
"770","14117-0207",2022,2023,2024,"14117","141178"," â°ïlésê¬ótãÊ"
"771","14118-0224",2022,2023,2024,"14118","141186"," â°ïlésìsí}ãÊ"
"772","14131-0201",2022,2023,2024,"14131","141313"," êÏçËésêÏçËãÊ"
"773","14132-0201",2022,2023,2024,"14132","141321"," êÏçËésçKãÊ"
"774","14133-0201",2022,2023,2024,"14133","141330"," êÏçËésíÜå¥ãÊ"
"775","14134-0212",2022,2023,2024,"14134","141348"," êÏçËésçÇí√ãÊ"
"776","14135-0212",2022,2023,2024,"14135","141356"," êÏçËésëΩñÄãÊ"
"777","14136-0212",2022,2023,2024,"14136","141364"," êÏçËésã{ëOãÊ"
"778","14137-0212",2022,2023,2024,"14137","141372"," êÏçËésñÉê∂ãÊ"
"779","14151-0219",2022,2023,2024,"14151","141518"," ëäñÕå¥ésóŒãÊ"
"780","14152-0219",2022,2023,2024,"14152","141526"," ëäñÕå¥ésíÜâõãÊ"
"781","14153-0219",2022,2023,2024,"14153","141534"," ëäñÕå¥ésìÏãÊ"
"782","14201-0202",2022,2023,2024,"14201","142018"," â°ê{âÍés"
"783","14203-0203",2022,2023,2024,"14203","142034"," ïΩíÀés"
"784","14204-0210",2022,2023,2024,"14204","142042"," äôëqés"
"785","14205-0210",2022,2023,2024,"14205","142051"," ì°ëÚés"
"786","14206-0203",2022,2023,2024,"14206","142069"," è¨ìcå¥és"
"787","14207-0210",2022,2023,2024,"14207","142077"," äùÉñçËés"
"788","14208-0202",2022,2023,2024,"14208","142085"," êÄéqés"
"789","14209-0219",2022,2023,2024,"14209",NA,NA
"790","14210-0202",2022,2023,2024,"14210","142107"," éOâYés"
"791","14211-0203",2022,2023,2024,"14211","142115"," ê`ñÏés"
"792","14212-0204",2022,2023,2024,"14212","142123"," å˙ñÿés"
"793","14213-0218",2022,2023,2024,"14213","142131"," ëÂòaés"
"794","14214-0204",2022,2023,2024,"14214","142140"," à…ê®å¥és"
"795","14215-0218",2022,2023,2024,"14215","142158"," äCòVñºés"
"796","14216-0218",2022,2023,2024,"14216","142166"," ç¿ä‘és"
"797","14217-0203",2022,2023,2024,"14217","142174"," ìÏë´ïøés"
"798","14218-0218",2022,2023,2024,"14218","142182"," àªê£és"
"799","14301-0202",2022,2023,2024,"14301","143014"," ótéRí¨"
"800","14321-0210",2022,2023,2024,"14321","143219"," ä¶êÏí¨"
"801","14341-0203",2022,2023,2024,"14341","143413"," ëÂàÈí¨"
"802","14342-0203",2022,2023,2024,"14342","143421"," ìÒã{í¨"
"803","14361-0203",2022,2023,2024,"14361","143618"," íÜà‰í¨"
"804","14362-0203",2022,2023,2024,"14362","143626"," ëÂà‰í¨"
"805","14363-0203",2022,2023,2024,"14363","143634"," èºìcí¨"
"806","14364-0203",2022,2023,2024,"14364","143642"," éRñkí¨"
"807","14366-0203",2022,2023,2024,"14366","143669"," äJê¨í¨"
"808","14382-0203",2022,2023,2024,"14382","143821"," î†ç™í¨"
"809","14383-0203",2022,2023,2024,"14383","143839"," ê^íﬂí¨"
"810","14384-0203",2022,2023,2024,"14384","143847"," ìíâÕå¥í¨"
"811","14401-0204",2022,2023,2024,"14401","144011"," à§êÏí¨"
"812","14402-0204",2022,2023,2024,"14402","144029"," ê¥êÏë∫"
"813","15101-1100",2022,2023,2024,"15101","151017"," êVäÉésñkãÊ"
"814","15101-1102",2022,2023,2024,"15101","151017"," êVäÉésñkãÊ"
"815","15102-1100",2022,2023,2024,"15102","151025"," êVäÉésìåãÊ"
"816","15103-1100",2022,2023,2024,"15103","151033"," êVäÉésíÜâõãÊ"
"817","15104-1100",2022,2023,2024,"15104","151041"," êVäÉésç]ìÏãÊ"
"818","15105-1113",2022,2023,2024,"15105","151050"," êVäÉésèHótãÊ"
"819","15106-1113",2022,2023,2024,"15106","151068"," êVäÉésìÏãÊ"
"820","15107-1100",2022,2023,2024,"15107","151076"," êVäÉésêºãÊ"
"821","15108-1100",2022,2023,2024,"15108","151084"," êVäÉésêºäóãÊ"
"822","15202-1104",2022,2023,2024,"15202","152021"," í∑â™és"
"823","15204-1101",2022,2023,2024,"15204","152048"," éOèés"
"824","15205-1105",2022,2023,2024,"15205","152056"," îêçËés"
"825","15206-1102",2022,2023,2024,"15206","152064"," êVî≠ìcés"
"826","15208-1104",2022,2023,2024,"15208","152081"," è¨êÁíJés"
"827","15209-1101",2022,2023,2024,"15209","152099"," â¡ñŒés"
"828","15210-1131",2022,2023,2024,"15210","152102"," è\ì˙í¨és"
"829","15211-1104",2022,2023,2024,"15211","152111"," å©ïçés"
"830","15212-1103",2022,2023,2024,"15212","152129"," ë∫è„és"
"831","15213-1101",2022,2023,2024,"15213","152137"," âçés"
"832","15216-1108",2022,2023,2024,"15216","152161"," éÖãõêÏés"
"833","15217-1107",2022,2023,2024,"15217","152170"," ñ≠çÇés"
"834","15218-1113",2022,2023,2024,"15218","152188"," å‹êÚés"
"835","15222-1107",2022,2023,2024,"15222","152226"," è„âzés"
"836","15223-1113",2022,2023,2024,"15223","152234"," à¢âÍñÏés"
"837","15224-1109",2022,2023,2024,"15224","152242"," ç≤ìnés"
"838","15225-1106",2022,2023,2024,"15225","152251"," ãõè¿és"
"839","15226-1106",2022,2023,2024,"15226","152269"," ìÏãõè¿és"
"840","15227-1102",2022,2023,2024,"15227","152277"," ëŸì‡és"
"841","15307-1102",2022,2023,2024,"15307","153079"," êπ‚ƒí¨"
"842","15308-1102",2022,2023,2024,"15308",NA,NA
"843","15342-1101",2022,2023,2024,"15342","153427"," ñÌïFë∫"
"844","15361-1101",2022,2023,2024,"15361","153613"," ìcè„í¨"
"845","15385-1113",2022,2023,2024,"15385","153851"," à¢âÍí¨"
"846","15405-1105",2022,2023,2024,"15405","154059"," èoâ_çËí¨"
"847","15441-1104",2022,2023,2024,"15441",NA,NA
"848","15461-1106",2022,2023,2024,"15461","154610"," ìíëÚí¨"
"849","15482-1131",2022,2023,2024,"15482","154822"," í√ìÏí¨"
"850","15504-1105",2022,2023,2024,"15504","155047"," ä†âHë∫"
"851","15541-1107",2022,2023,2024,"15541",NA,NA
"852","15542-1107",2022,2023,2024,"15542",NA,NA
"853","15581-1103",2022,2023,2024,"15581","155811"," ä÷êÏë∫"
"854","15584-1103",2022,NA,NA,"15584",NA,NA
"855","15586-1103",2022,2023,2024,"15586","155861"," àæìáâYë∫"
"856","16201-2300",2022,2023,2024,"16201","162019"," ïxéRés"
"857","16202-2302",2022,2023,2024,"16202","162027"," çÇâ™és"
"858","16204-2301",2022,2023,2024,"16204","162043"," ãõí√és"
"859","16205-2302",2022,2023,2024,"16205","162051"," ïXå©és"
"860","16206-2301",2022,2023,2024,"16206","162060"," ääêÏés"
"861","16207-2301",2022,2023,2024,"16207","162078"," çïïîés"
"862","16208-2303",2022,2023,2024,"16208","162086"," ìvîgés"
"863","16209-2303",2022,2023,2024,"16209","162094"," è¨ñÓïîés"
"864","16210-2303",2022,2023,2024,"16210","162108"," ìÏìvés"
"865","16211-2302",2022,2023,2024,"16211","162116"," éÀêÖés"
"866","16301-2300",2022,NA,NA,"16301",NA,NA
"867","16321-2300",2022,2023,2024,"16321","163210"," èMã¥ë∫"
"868","16322-2300",2022,2023,2024,"16322","163228"," è„ésí¨"
"869","16323-2300",2022,2023,2024,"16323","163236"," óßéRí¨"
"870","16342-2301",2022,2023,2024,"16342","163422"," ì¸ëPí¨"
"871","16343-2301",2022,2023,2024,"16343","163431"," í©ì˙í¨"
"872","16381-2302",2022,NA,NA,"16381",NA,NA
"873","16384-2302",2022,NA,NA,"16384",NA,NA
"874","17201-2200",2022,2023,2024,"17201","172014"," ã‡ëÚés"
"875","17202-2202",2022,2023,2024,"17202","172022"," éµîˆés"
"876","17203-2201",2022,2023,2024,"17203","172031"," è¨èºés"
"877","17204-2203",2022,2023,2024,"17204","172049"," ó÷ìáés"
"878","17205-2203",2022,2023,2024,"17205","172057"," éÏèFés"
"879","17206-2201",2022,2023,2024,"17206","172065"," â¡âÍés"
"880","17207-2202",2022,2023,2024,"17207","172073"," âHçÓés"
"881","17209-2200",2022,2023,2024,"17209","172090"," Ç©ÇŸÇ≠és"
"882","17210-2200",2022,2023,2024,"17210","172103"," îíéRés"
"883","17211-2201",2022,2023,2024,"17211","172111"," î\î¸és"
"884","17212-2200",2022,2023,2024,"17212","172120"," ñÏÅXésés"
"885","17324-2200",2022,2023,2024,"17324","173240"," êÏñkí¨"
"886","17343-2200",2022,2023,2024,"17343",NA,NA
"887","17344-2200",2022,2023,2024,"17344",NA,NA
"888","17361-2200",2022,2023,2024,"17361","173614"," í√î¶í¨"
"889","17365-2200",2022,2023,2024,"17365","173657"," ì‡ìÂí¨"
"890","17384-2202",2022,2023,2024,"17384","173843"," éuâÍí¨"
"891","17386-2202",2022,2023,2024,"17386","173860"," ïÛíBéuêÖí¨"
"892","17407-2202",2022,2023,2024,"17407","174076"," íÜî\ìoí¨"
"893","17461-2203",2022,2023,2024,"17461","174611"," åäêÖí¨"
"894","17463-2203",2022,2023,2024,"17463","174637"," î\ìoí¨"
"895","18201-2100",2022,2023,2024,"18201","182010"," ïüà‰és"
"896","18202-2103",2022,2023,2024,"18202","182028"," ì÷âÍés"
"897","18204-2104",2022,2023,2024,"18204","182044"," è¨ïlés"
"898","18205-2100",2022,2023,2024,"18205","182052"," ëÂñÏés"
"899","18206-2100",2022,2023,2024,"18206","182061"," èüéRés"
"900","18207-2101",2022,2023,2024,"18207","182079"," éIç]és"
"901","18208-2100",2022,2023,2024,"18208","182087"," Ç†ÇÌÇÁés"
"902","18209-2101",2022,2023,2024,"18209","182095"," âzëOés"
"903","18210-2100",2022,2023,2024,"18210","182109"," ç‚à‰és"
"904","18322-2100",2022,2023,2024,"18322","183229"," âiïΩéõí¨"
"905","18382-2101",2022,2023,2024,"18382","183822"," írìcí¨"
"906","18404-2101",2022,2023,2024,"18404","184047"," ìÏâzëOí¨"
"907","18423-2101",2022,2023,2024,"18423","184233"," âzëOí¨"
"908","18442-2103",2022,2023,2024,"18442","184420"," î¸ïlí¨"
"909","18481-2104",2022,2023,2024,"18481","184811"," çÇïlí¨"
"910","18483-2104",2022,2023,2024,"18483","184837"," Ç®Ç®Ç¢í¨"
"911","18501-2103",2022,2023,2024,"18501","185019"," é·ã∑í¨"
"912","18501-2104",2022,2023,2024,"18501","185019"," é·ã∑í¨"
"913","19201-0900",2022,2023,2024,"19201","192015"," çbï{és"
"914","19202-0917",2022,2023,2024,"19202","192023"," ïxémãgìcés"
"915","19204-0918",2022,2023,2024,"19204","192040"," ìsóØés"
"916","19205-0900",2022,2023,2024,"19205","192058"," éRóúés"
"917","19206-0918",2022,2023,2024,"19206","192066"," ëÂåéés"
"918","19207-0908",2022,2023,2024,"19207","192074"," îBçËés"
"919","19208-0900",2022,2023,2024,"19208","192082"," ìÏÉAÉãÉvÉXés"
"920","19209-0908",2022,2023,2024,"19209","192091"," ñkìmés"
"921","19210-0900",2022,2023,2024,"19210","192104"," çbî„és"
"922","19211-0900",2022,2023,2024,"19211","192112"," ìJêÅés"
"923","19212-0918",2022,2023,2024,"19212","192121"," è„ñÏå¥és"
"924","19213-0900",2022,2023,2024,"19213","192139"," çbèBés"
"925","19214-0900",2022,2023,2024,"19214","192147"," íÜâõés"
"926","19346-0901",2022,2023,2024,"19346","193461"," ésêÏéOãΩí¨"
"927","19364-0901",2022,2023,2024,"19364","193640"," ëÅêÏí¨"
"928","19365-0901",2022,2023,2024,"19365","193658"," êgâÑí¨"
"929","19366-0901",2022,2023,2024,"19366","193666"," ìÏïîí¨"
"930","19368-0901",2022,2023,2024,"19368","193682"," ïxémêÏí¨"
"931","19384-0900",2022,2023,2024,"19384","193844"," è∫òaí¨"
"932","19422-0918",2022,2023,2024,"19422","194221"," ìπéuë∫"
"933","19423-0917",2022,2023,2024,"19423","194239"," êºåjí¨"
"934","19424-0917",2022,2023,2024,"19424","194247"," îEñÏë∫"
"935","19425-0917",2022,2023,2024,"19425","194255"," éRíÜåŒë∫"
"936","19429-0917",2022,2023,2024,"19429","194298"," ñ¬ëÚë∫"
"937","19430-0917",2022,2023,2024,"19430","194301"," ïxémâÕå˚åŒí¨"
"938","19442-0918",2022,2023,2024,"19442","194425"," è¨êõë∫"
"939","19443-0918",2022,2023,2024,"19443","194433"," íOîgéRë∫"
"940","20201-1000",2022,2023,2024,"20201","202011"," í∑ñÏés"
"941","20202-1004",2022,2023,2024,"20202","202029"," èºñ{és"
"942","20203-1002",2022,2023,2024,"20203","202037"," è„ìcés"
"943","20204-1007",2022,2023,2024,"20204","202045"," â™íJés"
"944","20205-1008",2022,2023,2024,"20205","202053"," î—ìcés"
"945","20206-1007",2022,2023,2024,"20206","202061"," êzñKés"
"946","20207-1000",2022,2023,2024,"20207","202070"," ê{ç‚és"
"947","20208-1003",2022,2023,2024,"20208","202088"," è¨èîés"
"948","20209-1009",2022,2023,2024,"20209","202096"," à…ìﬂés"
"949","20210-1009",2022,2023,2024,"20210","202100"," ãÓÉñç™és"
"950","20211-1001",2022,2023,2024,"20211","202118"," íÜñÏés"
"951","20212-1006",2022,2023,2024,"20212","202126"," ëÂí¨és"
"952","20213-1001",2022,2023,2024,"20213","202134"," î—éRés"
"953","20214-1007",2022,2023,2024,"20214","202142"," äùñÏés"
"954","20215-1004",2022,2023,2024,"20215","202151"," âñêKés"
"955","20217-1003",2022,2023,2024,"20217","202177"," ç≤ãvés"
"956","20218-1000",2022,2023,2024,"20218","202185"," êÁã»és"
"957","20219-1002",2022,2023,2024,"20219","202193"," ìåå‰és"
"958","20220-1004",2022,2023,2024,"20220","202207"," à¿ì‹ñÏés"
"959","20303-1003",2022,2023,2024,"20303","203033"," è¨äCí¨"
"960","20304-1003",2022,2023,2024,"20304","203041"," êÏè„ë∫"
"961","20305-1003",2022,2023,2024,"20305","203050"," ìÏñqë∫"
"962","20306-1003",2022,2023,2024,"20306","203068"," ìÏëäñÿë∫"
"963","20307-1003",2022,2023,2024,"20307","203076"," ñkëäñÿë∫"
"964","20309-1003",2022,2023,2024,"20309","203092"," ç≤ãvï‰í¨"
"965","20321-1003",2022,2023,2024,"20321","203211"," åyà‰ëÚí¨"
"966","20323-1003",2022,2023,2024,"20323","203238"," å‰ë„ìcí¨"
"967","20324-1003",2022,2023,2024,"20324","203246"," óßâ»í¨"
"968","20349-1002",2022,2023,2024,"20349","203491"," ê¬ñÿë∫"
"969","20350-1002",2022,2023,2024,"20350","203505"," í∑òaí¨"
"970","20361-1007",2022,2023,2024,"20361","203611"," â∫êzñKí¨"
"971","20362-1007",2022,2023,2024,"20362","203629"," ïxémå©í¨"
"972","20363-1007",2022,2023,2024,"20363","203637"," å¥ë∫"
"973","20382-1009",2022,2023,2024,"20382","203823"," íCñÏí¨"
"974","20383-1009",2022,2023,2024,"20383","203831"," ñ•ó÷í¨"
"975","20384-1009",2022,2023,2024,"20384","203840"," î—ìáí¨"
"976","20385-1009",2022,2023,2024,"20385","203858"," ìÏñ•ó÷ë∫"
"977","20386-1009",2022,2023,2024,"20386","203866"," íÜêÏë∫"
"978","20388-1009",2022,2023,2024,"20388","203882"," ã{ìcë∫"
"979","20402-1008",2022,2023,2024,"20402","204021"," èºêÏí¨"
"980","20403-1008",2022,2023,2024,"20403","204030"," çÇêXí¨"
"981","20404-1008",2022,2023,2024,"20404","204048"," à¢ìÏí¨"
"982","20407-1008",2022,2023,2024,"20407","204072"," à¢íqë∫"
"983","20409-1008",2022,2023,2024,"20409","204099"," ïΩíJë∫"
"984","20410-1008",2022,2023,2024,"20410","204102"," ç™âHë∫"
"985","20411-1008",2022,2023,2024,"20411","204111"," â∫ûäë∫"
"986","20412-1008",2022,2023,2024,"20412","204129"," îÑñÿë∫"
"987","20413-1008",2022,2023,2024,"20413","204137"," ìVó¥ë∫"
"988","20414-1008",2022,2023,2024,"20414","204145"," ë◊ïåë∫"
"989","20415-1008",2022,2023,2024,"20415","204153"," ã™ñÿë∫"
"990","20416-1008",2022,2023,2024,"20416","204161"," ñLãuë∫"
"991","20417-1008",2022,2023,2024,"20417","204170"," ëÂé≠ë∫"
"992","20422-1005",2022,2023,2024,"20422","204226"," è„èºí¨"
"993","20423-1005",2022,2023,2024,"20423","204234"," ìÏñÿë]í¨"
"994","20425-1005",2022,2023,2024,"20425","204251"," ñÿëcë∫"
"995","20429-1005",2022,2023,2024,"20429","204293"," â§ëÍë∫"
"996","20430-1005",2022,2023,2024,"20430","204307"," ëÂåKë∫"
"997","20432-1005",2022,2023,2024,"20432","204323"," ñÿë]í¨"
"998","20446-1004",2022,2023,2024,"20446","204463"," ñÉê—ë∫"
"999","20448-1004",2022,2023,2024,"20448","204480"," ê∂ç‚ë∫"
"1000","20450-1004",2022,2023,2024,"20450","204501"," éRå`ë∫"
"1001","20451-1004",2022,2023,2024,"20451","204510"," í©ì˙ë∫"
"1002","20452-1004",2022,2023,2024,"20452","204528"," í}ñkë∫"
"1003","20481-1006",2022,2023,2024,"20481","204811"," írìcí¨"
"1004","20482-1006",2022,2023,2024,"20482","204820"," èºêÏë∫"
"1005","20485-1006",2022,2023,2024,"20485","204854"," îíînë∫"
"1006","20486-1006",2022,2023,2024,"20486","204862"," è¨íJë∫"
"1007","20521-1002",2022,2023,2024,"20521","205214"," ç‚èÈí¨"
"1008","20541-1000",2022,2023,2024,"20541","205419"," è¨ïzé{í¨"
"1009","20543-1000",2022,2023,2024,"20543","205435"," çÇéRë∫"
"1010","20561-1001",2022,2023,2024,"20561","205613"," éRÉmì‡í¨"
"1011","20562-1001",2022,2023,2024,"20562","205621"," ñÿìáïΩë∫"
"1012","20563-1001",2022,2023,2024,"20563","205630"," ñÏëÚâ∑êÚë∫"
"1013","20581-1000",2022,NA,NA,"20581",NA,NA
"1014","20583-1000",2022,2023,2024,"20583","205834"," êMîZí¨"
"1015","20588-1000",2022,2023,2024,"20588","205885"," è¨êÏë∫"
"1016","20589-1000",2022,NA,NA,"20589",NA,NA
"1017","20590-1000",2022,2023,2024,"20590","205907"," î—çjí¨"
"1018","20602-1001",2022,2023,2024,"20602","206024"," âhë∫"
"1019","21201-2000",2022,2023,2024,"21201","212016"," äÚïåés"
"1020","21202-2002",2022,2023,2024,"21202","212024"," ëÂä_és"
"1021","21203-2005",2022,2023,2024,"21203","212032"," çÇéRés"
"1022","21204-2004",2022,2023,2024,"21204","212041"," ëΩé°å©és"
"1023","21205-2030",2022,2023,2024,"21205","212059"," ä÷és"
"1024","21206-2035",2022,2023,2024,"21206","212067"," íÜí√êÏés"
"1025","21207-2030",2022,2023,2024,"21207","212075"," î¸îZés"
"1026","21208-2004",2022,2023,2024,"21208","212083"," êêòQés"
"1027","21209-2000",2022,2023,2024,"21209","212091"," âHìáés"
"1028","21210-2035",2022,2023,2024,"21210","212105"," åbìﬂés"
"1029","21211-2030",2022,2023,2024,"21211","212113"," î¸îZâ¡ñŒés"
"1030","21212-2004",2022,2023,2024,"21212","212121"," ìyäÚés"
"1031","21213-2000",2022,2023,2024,"21213","212130"," äeñ±å¥és"
"1032","21214-2030",2022,2023,2024,"21214","212148"," â¬éôés"
"1033","21215-2000",2022,2023,2024,"21215","212156"," éRåßés"
"1034","21216-2000",2022,2023,2024,"21216","212164"," êêï‰és"
"1035","21217-2005",2022,2023,2024,"21217","212172"," îÚëÀés"
"1036","21218-2000",2022,2023,2024,"21218","212181"," ñ{ëÉés"
"1037","21219-2001",2022,2023,2024,"21219","212199"," åSè„és"
"1038","21220-2005",2022,2023,2024,"21220","212202"," â∫òCés"
"1039","21220-2030",2022,2023,2024,"21220","212202"," â∫òCés"
"1040","21221-2002",2022,2023,2024,"21221","212211"," äCí√és"
"1041","21302-2000",2022,2023,2024,"21302","213021"," äÚìÏí¨"
"1042","21303-2000",2022,2023,2024,"21303","213039"," ä}èºí¨"
"1043","21341-2002",2022,2023,2024,"21341","213411"," ó{òVí¨"
"1044","21361-2002",2022,2023,2024,"21361","213616"," êÇà‰í¨"
"1045","21362-2002",2022,2023,2024,"21362","213624"," ä÷ÉPå¥í¨"
"1046","21381-2002",2022,2023,2024,"21381","213811"," ê_åÀí¨"
"1047","21382-2002",2022,2023,2024,"21382","213829"," ó÷îVì‡í¨"
"1048","21383-2002",2022,2023,2024,"21383","213837"," à¿î™í¨"
"1049","21401-2002",2022,2023,2024,"21401","214019"," óKî„êÏí¨"
"1050","21403-2002",2022,2023,2024,"21403","214035"," ëÂñÏí¨"
"1051","21404-2002",2022,2023,2024,"21404","214043"," írìcí¨"
"1052","21421-2000",2022,2023,2024,"21421","214213"," ñkï˚í¨"
"1053","21481-2001",2022,NA,NA,"21481",NA,NA
"1054","21483-2001",2022,NA,NA,"21483",NA,NA
"1055","21501-2030",2022,2023,2024,"21501","215015"," ç‚èjí¨"
"1056","21502-2030",2022,2023,2024,"21502","215023"," ïxâ¡í¨"
"1057","21503-2030",2022,2023,2024,"21503","215031"," êÏï”í¨"
"1058","21504-2030",2022,2023,2024,"21504","215040"," éµè@í¨"
"1059","21505-2030",2022,2023,2024,"21505","215058"," î™ïSí√í¨"
"1060","21506-2030",2022,2023,2024,"21506","215066"," îíêÏí¨"
"1061","21507-2030",2022,2023,2024,"21507","215074"," ìåîíêÏë∫"
"1062","21521-2030",2022,2023,2024,"21521","215210"," å‰êìí¨"
"1063","21523-2030",2022,NA,NA,"21523",NA,NA
"1064","21563-2035",2022,2023,2024,"21563",NA,NA
"1065","21567-2035",2022,2023,2024,"21567",NA,NA
"1066","21569-2035",2022,2023,2024,"21569",NA,NA
"1067","21604-2005",2022,2023,2024,"21604","216046"," îíêÏë∫"
"1068","22101-0800",2022,2023,2024,"22101","221015"," ê√â™ésà®ãÊ"
"1069","22102-0800",2022,2023,2024,"22102","221023"," ê√â™ésèxâÕãÊ"
"1070","22103-0806",2022,2023,2024,"22103","221031"," ê√â™ésê¥êÖãÊ"
"1071","22131-0804",2022,2023,2024,"22131",NA,NA
"1072","22132-0804",2022,2023,2024,"22132",NA,NA
"1073","22133-0804",2022,2023,2024,"22133",NA,NA
"1074","22134-0804",2022,2023,2024,"22134",NA,NA
"1075","22135-0804",2022,2023,2024,"22135",NA,NA
"1076","22136-0804",2022,2023,2024,"22136",NA,NA
"1077","22137-0804",2022,2023,2024,"22137",NA,NA
"1078","22201-0800",2022,NA,NA,"22201",NA,NA
"1079","22202-0804",2022,2023,2024,"22202",NA,NA
"1080","22203-0801",2022,2023,2024,"22203","222038"," è¿í√és"
"1081","22205-0816",2022,2023,2024,"22205","222054"," îMäCés"
"1082","22206-0801",2022,2023,2024,"22206","222062"," éOìáés"
"1083","22207-0802",2022,2023,2024,"22207","222071"," ïxémã{és"
"1084","22208-0816",2022,2023,2024,"22208","222089"," à…ìåés"
"1085","22209-0808",2022,2023,2024,"22209","222097"," ìáìcés"
"1086","22210-0802",2022,2023,2024,"22210","222101"," ïxémés"
"1087","22211-0828",2022,2023,2024,"22211","222119"," î÷ìcés"
"1088","22212-0808",2022,2023,2024,"22212","222127"," èƒí√és"
"1089","22213-0805",2022,2023,2024,"22213","222135"," ä|êÏés"
"1090","22214-0808",2022,2023,2024,"22214","222143"," ì°é}és"
"1091","22215-0801",2022,2023,2024,"22215","222151"," å‰ìaèÍés"
"1092","22216-0831",2022,2023,2024,"22216","222160"," ë‹à‰és"
"1093","22219-0803",2022,2023,2024,"22219","222194"," â∫ìcés"
"1094","22220-0801",2022,2023,2024,"22220","222208"," êûñÏés"
"1095","22221-0804",2022,2023,2024,"22221","222216"," åŒêºés"
"1096","22222-0801",2022,2023,2024,"22222","222224"," à…ì§és"
"1097","22223-0805",2022,2023,2024,"22223","222232"," å‰ëOçËés"
"1098","22224-0805",2022,2023,2024,"22224","222241"," ãeêÏés"
"1099","22225-0801",2022,2023,2024,"22225","222259"," à…ì§ÇÃçëés"
"1100","22226-0808",2022,2023,2024,"22226","222267"," ñqîVå¥és"
"1101","22301-0803",2022,2023,2024,"22301","223018"," ìåà…ì§í¨"
"1102","22302-0803",2022,2023,2024,"22302","223026"," âÕí√í¨"
"1103","22304-0803",2022,2023,2024,"22304","223042"," ìÏà…ì§í¨"
"1104","22305-0803",2022,2023,2024,"22305","223051"," èºçËí¨"
"1105","22306-0803",2022,2023,2024,"22306","223069"," êºà…ì§í¨"
"1106","22325-0801",2022,2023,2024,"22325","223255"," îüìÏí¨"
"1107","22341-0801",2022,2023,2024,"22341","223417"," ê¥êÖí¨"
"1108","22342-0801",2022,2023,2024,"22342","223425"," í∑êÚí¨"
"1109","22344-0801",2022,2023,2024,"22344","223441"," è¨éRí¨"
"1110","22361-0802",2022,2023,2024,"22361",NA,NA
"1111","22381-0802",2022,NA,NA,"22381",NA,NA
"1112","22382-0806",2022,2023,2024,"22382",NA,NA
"1113","22383-0806",2022,2023,2024,"22383",NA,NA
"1114","22424-0808",2022,2023,2024,"22424","224243"," ãgìcí¨"
"1115","22429-0808",2022,2023,2024,"22429","224294"," êÏç™ñ{í¨"
"1116","22461-0831",2022,2023,2024,"22461","224618"," êXí¨"
"1117","22503-0804",2022,NA,NA,"22503",NA,NA
"1118","23101-1800",2022,2023,2024,"23101","231011"," ñºå√âÆésêÁéÌãÊ"
"1119","23102-1800",2022,2023,2024,"23102","231029"," ñºå√âÆésìåãÊ"
"1120","23103-1800",2022,2023,2024,"23103","231037"," ñºå√âÆésñkãÊ"
"1121","23104-1800",2022,2023,2024,"23104","231045"," ñºå√âÆésêºãÊ"
"1122","23105-1800",2022,2023,2024,"23105","231053"," ñºå√âÆésíÜë∫ãÊ"
"1123","23106-1800",2022,2023,2024,"23106","231061"," ñºå√âÆésíÜãÊ"
"1124","23107-1800",2022,2023,2024,"23107","231070"," ñºå√âÆésè∫òaãÊ"
"1125","23108-1806",2022,2023,2024,"23108","231088"," ñºå√âÆésêêï‰ãÊ"
"1126","23109-1806",2022,2023,2024,"23109","231096"," ñºå√âÆésîMìcãÊ"
"1127","23110-1806",2022,2023,2024,"23110","231100"," ñºå√âÆésíÜêÏãÊ"
"1128","23111-1806",2022,2023,2024,"23111","231118"," ñºå√âÆésç`ãÊ"
"1129","23112-1806",2022,2023,2024,"23112","231126"," ñºå√âÆésìÏãÊ"
"1130","23113-1844",2022,2023,2024,"23113","231134"," ñºå√âÆéséÁéRãÊ"
"1131","23114-1806",2022,2023,2024,"23114","231142"," ñºå√âÆésóŒãÊ"
"1132","23115-1844",2022,2023,2024,"23115","231151"," ñºå√âÆésñºìåãÊ"
"1133","23116-1844",2022,2023,2024,"23116","231169"," ñºå√âÆésìVîíãÊ"
"1134","23201-1804",2022,2023,2024,"23201","232017"," ñLã¥és"
"1135","23202-1803",2022,2023,2024,"23202","232025"," â™çËés"
"1136","23203-1801",2022,2023,2024,"23203","232033"," àÍã{és"
"1137","23204-1811",2022,2023,2024,"23204","232041"," ê£åÀés"
"1138","23205-1802",2022,2023,2024,"23205","232050"," îºìcés"
"1139","23206-1811",2022,2023,2024,"23206","232068"," ètì˙à‰és"
